game_id,game_order,event,site,date_played,round,white,black,result,white_elo,white_rating_diff,black_elo,black_rating_diff,white_title,black_title,winner,winner_elo,loser,loser_elo,winner_loser_elo_diff,eco,termination,time_control,utc_date,utc_time,variant,ply_count,date_created,file_name
16e0e1cc-f9d6-48a0-9b4d-2c7748e1f80e,245,Rated Bullet game,https://lichess.org/rGUA8t1b,2023.02.22,?,canijustlose,gew6,1-0,1857,+6,1914,-7,,,canijustlose,1857,gew6,1914,-57,C00,Time forfeit,60+0,2023.02.22,02:37:42,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
c28c38ac-bc31-44a5-9996-0e3e04846e45,246,Rated Bullet game,https://lichess.org/ExE5xBXx,2023.02.22,?,canijustlose,SNIPER538,1-0,1851,+6,1833,-5,,,canijustlose,1851,SNIPER538,1833,18,A06,Time forfeit,60+0,2023.02.22,02:35:37,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
38bbdd28-282f-4e17-a425-d985541e9f9f,247,Rated Bullet game,https://lichess.org/hyDbQkpE,2023.02.22,?,jacobskinsuit,canijustlose,0-1,1878,-7,1845,+6,,,canijustlose,1845,jacobskinsuit,1878,-33,A40,Time forfeit,60+0,2023.02.22,02:33:45,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
129a3db9-ad85-4057-9655-03d2df7b91ee,248,Rated Bullet game,https://lichess.org/TLD82vjy,2023.02.22,?,Pol27ecekiel,canijustlose,1-0,1851,+5,1851,-6,,,Pol27ecekiel,1851,canijustlose,1851,0,B06,Normal,60+0,2023.02.22,02:32:14,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
22a044b3-7343-4f6d-a3f3-4bf6386452f0,249,Rated Bullet game,https://lichess.org/oKSt8e9A,2023.02.22,?,vtumentsevv,canijustlose,0-1,1860,-6,1845,+6,,,canijustlose,1845,vtumentsevv,1860,-15,B06,Normal,60+0,2023.02.22,02:31:23,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
26200e63-56c5-4e49-985e-585cf7f4badb,250,Rated Bullet game,https://lichess.org/ukj0tDqK,2023.02.22,?,canijustlose,kholand,1-0,1839,+6,1846,-6,,,canijustlose,1839,kholand,1846,-7,C00,Time forfeit,60+0,2023.02.22,02:29:33,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
5c2f0fb6-ae5c-463c-b9b0-a802417473fd,251,Rated Bullet game,https://lichess.org/6UBP6AP8,2023.02.22,?,canijustlose,kirito-0920,1-0,1833,+6,1858,-38,,,canijustlose,1833,kirito-0920,1858,-25,C50,Normal,60+0,2023.02.22,02:27:40,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
495dd75c-8f19-4175-8249-188bc1ce9f7d,252,Rated Bullet game,https://lichess.org/8OK2j665,2023.02.22,?,blitzkrieg3,canijustlose,0-1,1893,-7,1826,+7,,,canijustlose,1826,blitzkrieg3,1893,-67,B02,Normal,60+0,2023.02.22,02:26:05,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
611afd6f-94a9-4449-92f4-0fbc2b2c587c,253,Rated Bullet game,https://lichess.org/tMhtkq8T,2023.02.22,?,canijustlose,glanmaster,0-1,1831,-5,1866,+6,,,glanmaster,1866,canijustlose,1831,35,C50,Normal,60+0,2023.02.22,02:25:16,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
8b71c75a-b681-4918-97d5-e0c7e9962d5f,254,Rated Bullet game,https://lichess.org/YvQzBi5E,2023.02.22,?,canijustlose,saeiddddddd,0-1,1837,-6,1838,+6,,,saeiddddddd,1838,canijustlose,1837,1,A06,Normal,60+0,2023.02.22,02:23:16,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
8b4eeda4-c7e9-4f97-bc34-2a48aca2d26c,255,Rated Bullet game,https://lichess.org/N1UI6Znz,2023.02.22,?,ParisARoman,canijustlose,1-0,1840,+6,1843,-6,,,ParisARoman,1840,canijustlose,1843,-3,E60,Normal,60+0,2023.02.22,02:21:42,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
57e0d8ee-8a28-4588-bc81-8acdf7021b22,256,Rated Bullet game,https://lichess.org/svvNs8Vw,2023.02.22,?,canijustlose,CareyJair,1-0,1836,+7,1854,-6,,,canijustlose,1836,CareyJair,1854,-18,A01,Normal,60+0,2023.02.22,02:20:55,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
f1ec1668-de63-4937-8efb-5604791ba0f3,257,Rated Bullet game,https://lichess.org/vmE93OcR,2023.02.22,?,Soulwinner,canijustlose,1-0,1869,+5,1842,-6,,,Soulwinner,1869,canijustlose,1842,27,B06,Normal,60+0,2023.02.22,02:20:13,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
70678fe5-b18f-485e-ba4e-cbf56d63ac58,258,Rated Bullet game,https://lichess.org/32e83Nqt,2023.02.22,?,fddjhs007,canijustlose,0-1,1898,-7,1835,+7,,,canijustlose,1835,fddjhs007,1898,-63,C00,Time forfeit,60+0,2023.02.22,02:17:56,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
714cc2ad-76a5-4c00-be86-7c3bec8856b4,259,Rated Bullet game,https://lichess.org/z7rAuI2b,2023.02.22,?,canijustlose,notDooni,0-1,1840,-5,1855,+6,,,notDooni,1855,canijustlose,1840,15,B30,Normal,60+0,2023.02.22,02:16:10,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
177b71b8-21bb-425f-b586-8c5c4285545f,260,Rated Bullet game,https://lichess.org/8uHsXebe,2023.02.22,?,canijustlose,Joshburke3,0-1,1847,-7,1788,+7,,,Joshburke3,1788,canijustlose,1847,-59,C00,Normal,60+0,2023.02.22,02:15:09,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
ae40cc22-7a27-4505-b2f3-a8e7a4b50685,261,Rated Bullet game,https://lichess.org/xBFKFlLz,2023.02.21,?,Gambit_3,canijustlose,1-0,1868,+6,1852,-5,,,Gambit_3,1868,canijustlose,1852,16,B02,Normal,60+0,2023.02.21,23:31:21,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
96724db0-4680-4bec-ab87-94ea238a1ee1,262,Rated Bullet game,https://lichess.org/VPUhg5yN,2023.02.21,?,canijustlose,izalco2021,0-1,1858,-6,1856,+6,,,izalco2021,1856,canijustlose,1858,-2,C00,Normal,60+0,2023.02.21,23:29:28,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
e7051642-dd0a-4ac8-a3e5-0150bc08a696,263,Rated Bullet game,https://lichess.org/Gb0u8dj6,2023.02.21,?,mibra564,canijustlose,0-1,1874,-6,1852,+6,,,canijustlose,1852,mibra564,1874,-22,A45,Time forfeit,60+0,2023.02.21,23:27:24,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
e0be09bd-dbf5-496a-9222-9d516bf8907c,264,Rated Bullet game,https://lichess.org/3AXFe79L,2023.02.21,?,Smashthehand,canijustlose,0-1,1846,-6,1846,+6,,,canijustlose,1846,Smashthehand,1846,0,B02,Time forfeit,60+0,2023.02.21,23:25:05,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
60f470c5-d23b-4c67-89d8-137406c342aa,265,Rated Bullet game,https://lichess.org/ssjLcVvL,2023.02.21,?,canijustlose,ximarismenos,1-0,1841,+5,1835,-6,,,canijustlose,1841,ximarismenos,1835,6,A06,Time forfeit,60+0,2023.02.21,23:23:06,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
0e1de5f0-1194-49c3-af23-6f97d184b973,266,Rated Bullet game,https://lichess.org/I62PSyya,2023.02.21,?,yurichan,canijustlose,1-0,1847,+6,1846,-5,,,yurichan,1847,canijustlose,1846,1,B02,Normal,60+0,2023.02.21,23:21:33,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
e3da128f-11dd-44a9-af45-908ab98161c1,267,Rated Bullet game,https://lichess.org/lYhLHe9l,2023.02.21,?,canijustlose,Sharklion,1-0,1840,+6,1870,-6,,,canijustlose,1840,Sharklion,1870,-30,C44,Time forfeit,60+0,2023.02.21,23:19:25,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
d04384db-3781-456e-aed3-bfb4688d7ffe,268,Rated Bullet game,https://lichess.org/SESF2PhK,2023.02.21,?,Raskolnikov19,canijustlose,0-1,1866,-6,1834,+6,,,canijustlose,1834,Raskolnikov19,1866,-32,A00,Normal,60+0,2023.02.21,23:17:49,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
19738042-dd3e-4bfd-85e7-28a26818fe9b,269,Rated Bullet game,https://lichess.org/Jb0TJHZI,2023.02.21,?,canijustlose,omar31049,0-1,1840,-6,1801,+6,,,omar31049,1801,canijustlose,1840,-39,C44,Normal,60+0,2023.02.21,23:16:36,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
09bca0bc-091b-4bd1-ba65-f56dca4a9045,270,Rated Bullet game,https://lichess.org/u8TzMCjY,2023.02.21,?,canijustlose,PapiChuca,0-1,1846,-6,1843,+6,,,PapiChuca,1843,canijustlose,1846,-3,B00,Normal,60+0,2023.02.21,23:16:07,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
9c0a3b5f-3753-42ff-8bf6-c2b35375f8d4,271,Rated Bullet game,https://lichess.org/vjg1GqiG,2023.02.21,?,Redfield111,canijustlose,0-1,1836,-6,1840,+6,,,canijustlose,1840,Redfield111,1836,4,E70,Time forfeit,60+0,2023.02.21,22:55:30,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
8aaf5536-4b4b-41d3-954e-2488a8f8dea5,272,Rated Bullet game,https://lichess.org/s37bS1NY,2023.02.21,?,canijustlose,senior90,0-1,1846,-6,1855,+6,,,senior90,1855,canijustlose,1846,9,A06,Normal,60+0,2023.02.21,22:38:55,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
5f903906-e05f-42f2-aa02-1b0ea5274ef9,273,Rated Blitz game,https://lichess.org/FEvYvsNj,2023.02.21,?,Gisman,canijustlose,1-0,1615,+6,1629,-9,,,Gisman,1615,canijustlose,1629,-14,C20,Time forfeit,180+0,2023.02.21,22:26:58,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
236dcc99-63a6-42c9-8a2e-b2e76834a76b,274,Rated Bullet game,https://lichess.org/iqNIyC60,2023.02.21,?,countofmontecristo09,canijustlose,1-0,1879,+5,1851,-5,,,countofmontecristo09,1879,canijustlose,1851,28,C47,Normal,60+0,2023.02.21,07:59:08,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
867c6619-534a-4a3f-b780-6df6dc0140fa,275,Rated Bullet game,https://lichess.org/Z3FiN59y,2023.02.21,?,canijustlose,Rocket_Sprocket,0-1,1857,-6,1822,+6,,,Rocket_Sprocket,1822,canijustlose,1857,-35,C54,Time forfeit,60+0,2023.02.21,07:56:53,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
70515a15-939b-4280-ab31-d0cd297d3e43,276,Rated Bullet game,https://lichess.org/0CNECr0O,2023.02.21,?,canijustlose,Aravindhan07,0-1,1862,-5,1932,+5,,,Aravindhan07,1932,canijustlose,1862,70,C50,Normal,60+0,2023.02.21,07:55:53,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
9464ea1d-83d9-435a-b557-8dd6fb3cbe87,277,Rated Bullet game,https://lichess.org/T5WmwL6V,2023.02.21,?,TitouML,canijustlose,1-0,1881,+5,1867,-5,,,TitouML,1881,canijustlose,1867,14,A01,Normal,60+0,2023.02.21,07:54:18,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
08dd7b34-1c5a-48b6-860d-a99665f4c02c,278,Rated Bullet game,https://lichess.org/r04fP9zX,2023.02.21,?,ericx00,canijustlose,0-1,1862,-6,1861,+6,,,canijustlose,1861,ericx00,1862,-1,C20,Time forfeit,60+0,2023.02.21,07:52:16,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
a6b6d4d7-84d2-4bb7-b640-7b9fec02cbfc,279,Rated Bullet game,https://lichess.org/8tkfX68s,2023.02.21,?,canijustlose,flochessi,1-0,1856,+5,1860,-6,,,canijustlose,1856,flochessi,1860,-4,C50,Time forfeit,60+0,2023.02.21,07:49:50,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
952a24b5-68df-4585-9b10-811387e45be0,280,Rated Bullet game,https://lichess.org/A00cbVMk,2023.02.21,?,Notagoodmaleplayer,canijustlose,1-0,1952,+4,1860,-4,,,Notagoodmaleplayer,1952,canijustlose,1860,92,A17,Normal,60+0,2023.02.21,07:48:36,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
1a2b3dd4-8615-4ab4-af02-28043359acd3,281,Rated Bullet game,https://lichess.org/Xk3HTgeL,2023.02.21,?,Tterry,canijustlose,0-1,1840,-5,1854,+6,,,canijustlose,1854,Tterry,1840,14,C24,Normal,60+0,2023.02.21,05:43:42,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
020d88ca-8db5-4337-999c-c46a2910e192,282,Rated Bullet game,https://lichess.org/FAFSv5d8,2023.02.21,?,canijustlose,Tterry,1-0,1849,+5,1846,-6,,,canijustlose,1849,Tterry,1846,3,B06,Time forfeit,60+0,2023.02.21,05:41:21,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
7b4df704-d69a-4a67-b103-bc3d1bb99072,283,Rated Bullet game,https://lichess.org/c7Z0s4TA,2023.02.21,?,canijustlose,beka993,1-0,1843,+6,1837,-6,,,canijustlose,1843,beka993,1837,6,B30,Normal,60+0,2023.02.21,05:40:42,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
730105aa-6913-4815-bd05-e507ec294b94,284,Rated Bullet game,https://lichess.org/ibybZ4FD,2023.02.20,?,canijustlose,eu72,0-1,1850,-7,1777,+7,,,eu72,1777,canijustlose,1850,-73,C55,Normal,60+0,2023.02.20,22:03:09,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
b1322b65-e9b1-4bc3-bce8-b7695058d1bc,285,Rated Bullet game,https://lichess.org/gwQWlj4v,2023.02.20,?,f00b4r3,canijustlose,1-0,1988,+4,1853,-3,,,f00b4r3,1988,canijustlose,1853,135,C46,Time forfeit,60+0,2023.02.20,22:00:44,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
b03d6e55-7470-43e0-b791-3c8de79c8daa,286,Rated Bullet game,https://lichess.org/KqScTykp,2023.02.20,?,Silvynos,canijustlose,0-1,1858,-6,1847,+6,,,canijustlose,1847,Silvynos,1858,-11,C42,Normal,60+0,2023.02.20,21:58:29,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
c0e5198a-54d9-4890-87e5-dd2ab02ed22d,287,Rated Bullet game,https://lichess.org/kacfKFWr,2023.02.20,?,canijustlose,ValdemarVlad,1-0,1842,+5,1843,-5,,,canijustlose,1842,ValdemarVlad,1843,-1,A06,Normal,60+0,2023.02.20,21:56:46,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
0dce4b98-0e6b-401f-a4aa-5e6032dc34ae,288,Rated Bullet game,https://lichess.org/fsgeN4jC,2023.02.20,?,canijustlose,DavidOr2899,0-1,1847,-5,1871,+5,,,DavidOr2899,1871,canijustlose,1847,24,C50,Time forfeit,60+0,2023.02.20,21:54:37,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
2522c5a0-5a98-45ed-a049-8326acd3937e,289,Rated Bullet game,https://lichess.org/fG9ckbbe,2023.02.20,?,M_ech_alis,canijustlose,0-1,1784,-5,1842,+5,,,canijustlose,1842,M_ech_alis,1784,58,C50,Time forfeit,60+0,2023.02.20,21:52:32,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
f6044b17-6071-4dc4-962e-e7b669ee25f1,290,Rated Bullet game,https://lichess.org/KoUPy7Xo,2023.02.20,?,canijustlose,drsjoe,1-0,1835,+7,1881,-6,,,canijustlose,1835,drsjoe,1881,-46,A05,Time forfeit,60+0,2023.02.20,21:50:25,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
957e99ba-5bb8-4cc7-a156-357db0973a2b,291,Rated Blitz game,https://lichess.org/s0rgn3oq,2023.02.20,?,Pommernboy,canijustlose,1-0,1592,+7,1640,-11,,,Pommernboy,1592,canijustlose,1640,-48,C50,Normal,180+0,2023.02.20,20:33:08,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
bb83f541-a8b6-4fb6-ab67-8d824c3672a6,292,Rated Blitz game,https://lichess.org/uTSdIrj2,2023.02.20,?,blunderplunderer,canijustlose,0-1,1676,-7,1629,+11,,,canijustlose,1629,blunderplunderer,1676,-47,E10,Time forfeit,180+0,2023.02.20,20:27:23,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
180d2790-26b1-4afd-b6fe-bf85cf8b6513,293,Rated Blitz game,https://lichess.org/KVrXZl9o,2023.02.20,?,canijustlose,NoirMonsieur,0-1,1638,-9,1676,+6,,,NoirMonsieur,1676,canijustlose,1638,38,C42,Normal,180+0,2023.02.20,20:21:15,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
16607bbb-d191-4945-9427-23f7b6439eda,294,Rated Blitz game,https://lichess.org/b8ckZ6yb,2023.02.20,?,canijustlose,rooommm2,1-0,1628,+10,1622,-6,,,canijustlose,1628,rooommm2,1622,6,B10,Normal,180+0,2023.02.20,20:18:50,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
7f2756ba-045b-45d9-9e95-1b27e0c079ac,295,Rated Bullet game,https://lichess.org/lW9MYQeh,2023.02.20,?,Houede,canijustlose,0-1,1867,-6,1829,+6,,,canijustlose,1829,Houede,1867,-38,A00,Time forfeit,60+0,2023.02.20,09:52:25,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
0ca56593-e192-4ba9-9c14-0241cf770d85,296,Rated Bullet game,https://lichess.org/2tLBOaR7,2023.02.20,?,V4ldeSalnikov,canijustlose,0-1,1850,-6,1823,+6,,,canijustlose,1823,V4ldeSalnikov,1850,-27,A00,Normal,60+0,2023.02.20,09:51:01,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
ed5d5853-08e0-4fa7-a708-2e6bddb11270,297,Rated Bullet game,https://lichess.org/klmRFR3u,2023.02.20,?,canijustlose,frankphantom,0-1,1829,-6,1816,+6,,,frankphantom,1816,canijustlose,1829,-13,C44,Normal,60+0,2023.02.20,09:49:13,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
2ecaeca2-dd95-4796-b2a8-924cd7199c9e,298,Rated Bullet game,https://lichess.org/dinq94V8,2023.02.20,?,canijustlose,maitreraff,1-0,1822,+7,1855,-6,,,canijustlose,1822,maitreraff,1855,-33,A06,Normal,60+0,2023.02.20,09:48:05,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
4f2495f7-1d7c-4006-a697-2bef413630b4,299,Rated Bullet game,https://lichess.org/O6W3qNxj,2023.02.20,?,canijustlose,Cobanzinho,1/2-1/2,1823,-1,1819,+0,,,draw,,draw,,0,B10,Normal,60+0,2023.02.20,09:46:12,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
f3c1539e-06e1-4a4c-b44b-2a278c3fed40,300,Rated Bullet game,https://lichess.org/cu59SOfD,2023.02.20,?,starlight1,canijustlose,1-0,1855,+5,1828,-5,,,starlight1,1855,canijustlose,1828,27,A48,Time forfeit,60+0,2023.02.20,09:44:04,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
fcb6e6fc-f1e1-4cc8-85de-881fff2946f9,301,Rated Bullet game,https://lichess.org/kpAGNZ7K,2023.02.20,?,Mathao,canijustlose,1-0,1859,+5,1833,-5,,,Mathao,1859,canijustlose,1833,26,C30,Normal,60+0,2023.02.20,09:42:16,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
79d99d7a-321a-47eb-b6e4-93726d41bf10,302,Rated Bullet game,https://lichess.org/Q54fLEcp,2023.02.20,?,canijustlose,Brandnewusername,1-0,1828,+5,1806,-5,,,canijustlose,1828,Brandnewusername,1806,22,C45,Normal,60+0,2023.02.20,09:39:57,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
447fae14-87e4-429c-a263-506dd1cb3d94,303,Rated Blitz game,https://lichess.org/fTIBcAFV,2023.02.20,?,Adison98,canijustlose,1-0,1620,+6,1639,-11,,,Adison98,1620,canijustlose,1639,-19,A50,Normal,180+0,2023.02.20,09:35:41,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
0da5d2bb-7558-488a-b203-6ea1c3da7061,304,Rated Bullet game,https://lichess.org/ZzzaMEBG,2023.02.20,?,Wolfpack1051,canijustlose,1-0,1835,+5,1833,-5,,,Wolfpack1051,1835,canijustlose,1833,2,C50,Normal,60+0,2023.02.20,08:29:48,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
176a5f60-5576-4ce2-bb33-438ef3af903c,305,Rated Bullet game,https://lichess.org/Ic0qqcmB,2023.02.20,?,canijustlose,tushar_vasani,0-1,1840,-7,1788,+7,,,tushar_vasani,1788,canijustlose,1840,-52,C40,Normal,60+0,2023.02.20,08:28:38,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
484640b8-8ed9-42c3-92a1-121da9c7ab12,306,Rated Bullet game,https://lichess.org/rxT0k6Tb,2023.02.20,?,BektaevaAnna,canijustlose,0-1,1824,-5,1834,+6,,,canijustlose,1834,BektaevaAnna,1824,10,C30,Normal,60+0,2023.02.20,08:26:30,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
e4641638-5841-4f1e-8cab-73652f3395f5,307,Rated Bullet game,https://lichess.org/g2TpOhEG,2023.02.20,?,Tumbuliana,canijustlose,0-1,1790,-5,1829,+5,,,canijustlose,1829,Tumbuliana,1790,39,B00,Time forfeit,60+0,2023.02.20,08:24:18,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
7847f81c-2034-48a1-a4ea-177dbc601e80,308,Rated Bullet game,https://lichess.org/VYLgBNZV,2023.02.20,?,canijustlose,Sourenata,0-1,1835,-6,1833,+5,,,Sourenata,1833,canijustlose,1835,-2,C50,Normal,60+0,2023.02.20,08:22:41,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
747b1f2d-5479-459b-852d-d94ac230606d,309,Rated Bullet game,https://lichess.org/51mcnaeg,2023.02.20,?,canijustlose,rajveerdcoach,1-0,1829,+6,1815,-6,,,canijustlose,1829,rajveerdcoach,1815,14,A06,Time forfeit,60+0,2023.02.20,08:20:30,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
74a54346-4d50-45b7-be83-cfcc6e42ed46,310,Rated Bullet game,https://lichess.org/c4V2NdFZ,2023.02.20,?,liam_keegan,canijustlose,1-0,1832,+6,1835,-6,,,liam_keegan,1832,canijustlose,1835,-3,C42,Normal,60+0,2023.02.20,08:18:49,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
986b1aad-b142-4dd1-9702-3985f4f1089e,311,Rated Bullet game,https://lichess.org/iUxNpHru,2023.02.20,?,canijustlose,chupapimunjano,1-0,1831,+4,1790,-100,,,canijustlose,1831,chupapimunjano,1790,41,C40,Time forfeit,60+0,2023.02.20,08:16:27,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
2154dae0-9780-4f4b-aaa6-f2f1fa95a540,312,Rated Bullet game,https://lichess.org/cNJdavo3,2023.02.20,?,ALI-TEHRAN,canijustlose,1-0,1826,+6,1837,-6,,,ALI-TEHRAN,1826,canijustlose,1837,-11,A46,Normal,60+0,2023.02.20,08:14:18,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
38c092fc-efd0-49c0-a00d-85aa41016578,313,Rated Blitz game,https://lichess.org/FcjmWFxz,2023.02.20,?,Cr7sium,canijustlose,1-0,1569,+7,1652,-13,,,Cr7sium,1569,canijustlose,1652,-83,C50,Normal,180+0,2023.02.20,06:58:48,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
9497a640-d2c5-41e5-b84f-e0ea6a23737b,314,Rated Blitz game,https://lichess.org/t5mdGCZk,2023.02.20,?,canijustlose,mi5555,1-0,1641,+11,1625,-5,,,canijustlose,1641,mi5555,1625,16,C00,Normal,180+0,2023.02.20,06:52:57,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
d1cd7fa9-09cc-4f07-92ed-d061c9f834fa,315,Rated Blitz game,https://lichess.org/BdYgRrYV,2023.02.20,?,canijustlose,ershaan,1-0,1632,+9,1567,-4,,,canijustlose,1632,ershaan,1567,65,C50,Normal,180+0,2023.02.20,06:49:07,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
e5e80dc3-c8f0-4f0f-b260-84db4096ab83,316,Rated Blitz game,https://lichess.org/3yQasfJP,2023.02.20,?,ardi61064,canijustlose,1-0,1659,+5,1643,-11,,,ardi61064,1659,canijustlose,1643,16,B02,Normal,180+0,2023.02.20,06:48:18,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
3683eb99-1b2d-41a9-aad2-c0a7c98cabad,317,Rated Blitz game,https://lichess.org/EoxXR95Y,2023.02.20,?,NigniiTagil1975g,canijustlose,0-1,1657,-6,1630,+13,,,canijustlose,1630,NigniiTagil1975g,1657,-27,A00,Normal,180+0,2023.02.20,06:43:51,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
830bb647-3f06-4017-8218-e6b36f801e87,318,Rated Bullet game,https://lichess.org/ih67wCBP,2023.02.20,?,loobyagin,canijustlose,0-1,1797,-5,1831,+6,,,canijustlose,1831,loobyagin,1797,34,C46,Normal,60+0,2023.02.20,02:40:08,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
f287fd00-a3c5-459a-9e06-0056f421b1ba,319,Rated Bullet game,https://lichess.org/HiVvuI7S,2023.02.20,?,canijustlose,erfanashrafi98,0-1,1838,-7,1833,+6,,,erfanashrafi98,1833,canijustlose,1838,-5,B00,Normal,60+0,2023.02.20,02:39:01,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
28ca36d5-4202-4e96-b5df-80fcb1804be4,320,Rated Bullet game,https://lichess.org/ge3MHREM,2023.02.20,?,canijustlose,excellente,0-1,1843,-5,1886,+5,,,excellente,1886,canijustlose,1843,43,B10,Normal,60+0,2023.02.20,02:38:19,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
0b021998-bb49-49fe-be54-de968ad29335,321,Rated Bullet game,https://lichess.org/cRC6lISa,2023.02.20,?,canijustlose,zera2020,1-0,1836,+7,1850,-6,,,canijustlose,1836,zera2020,1850,-14,A06,Normal,60+0,2023.02.20,02:37:03,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
5f14e532-087a-4c8c-803d-18ee4d87a690,322,Rated Bullet game,https://lichess.org/564KTJWh,2023.02.20,?,hyunwooshin,canijustlose,1/2-1/2,1893,-1,1835,+1,,,draw,,draw,,0,C23,Normal,60+0,2023.02.20,02:27:30,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
bf34c5b9-95c6-4717-a169-e93cc087a5eb,323,Rated Bullet game,https://lichess.org/wKTmvdPY,2023.02.20,?,canijustlose,sertdemir96,1-0,1829,+6,1814,-6,,,canijustlose,1829,sertdemir96,1814,15,A06,Time forfeit,60+0,2023.02.20,02:25:21,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
95020047-110d-46c5-bf8f-e1f92753aa5a,324,Rated Bullet game,https://lichess.org/xKDX2AFa,2023.02.20,?,z98alekhine,canijustlose,0-1,1782,-5,1823,+6,,,canijustlose,1823,z98alekhine,1782,41,A46,Time forfeit,60+0,2023.02.20,02:23:20,Standard,,2024-02-07T07:36:23+0000,canijustlose.pgn
